@relation movies
@attribute att_avis STRING
@attribute att_thought {-1,1}
@data

'stargateisthebestshoweveralltheactorsareabsolutelyperfectforthererolesilovetheconnectionbetweenthecharactersifyouhavenotseenthisshowiveryhighlyrecommenditalthoughthisprogramiscomparedtostartrekalotofthetimeitactuallycantbebecauseitiscompletelydifferentiamastartrekfanbutiwoulddefinitelyratethisshowwellaboveanyofthestartreksunfortunatelyiliveinnewzealandandwedonotgetstargateonourtvsoifiwanttoseeitihavetobuythedvdsandseasonisnotouthereyetsoicannotseeitforquitesometimewhichishighlydepressinghoweverthisprogramisveryverygoodandisamustseebutbewarneditishighlyaddictivesoinsummeryilovestargateandamandatapping',1

'peopleforgetthattherehavebeenseveralkingkongripoffscongokingkongvsgodzillakingkongtheyallripoffoneanotherbutyetistandsonitsownitonlyborrowsoneelementfromkingkongandthatistheanimalsattractionwithonefemaletheyetimythisbasedonbigfootnotlikekingkongandarcheologistshavebeenfascinateditatonetimetheydidexistbutthereisnoscientificdatatoproveitthismovieishardtofindbutitsworthwatchingitthefirsttimeiwatcheditwasonelvirasmistressofthedarkshowsintheearlysitsentchillsdownmyspineasakidespeciallywhentheyetigotmadisawitagainaroundamonabcabouttoyrsagoseeingitagainmademeappreciateitmoreithassomeoverallgoodeffectsforitstimeandthestoryinvolvesamuteboyandhisdogandanevilbusinessmanpersonwhowantstokilltheyetiforhisownpurposesalsothemusicisprettycoolitsveryyetilikegianfrancoparoliniandtheyetianscreatesagreatmonsterlikeatmospherevoteandhalfoutof',1

'heresanothermoviethatshouldbeloadedintoasatellitefiredintospaceandpointedinthedirectionofthegalaxyandromedatoshowdistantpossiblecivilizationsthebestofhumanitythismovieissoendearinglystupidandrevealinglyhonestinbeinglittlemorethanaripoffofthealreadybadmovieclassickingkongfromthatitnotonlymanagestoupstagethatfilmintermsofsheerbellylaughidioticgoofinessbutsuccessfullypredictedmuchofpeterjacksonsmiserablecomputercartoonbearingthesamenameasfarasaromancebetweenthegianthereayetiandagorgeoushumanfemaleantonellinainterlenghiofumbertolenziscityofthelivingdeadwhoisveryeasyontheeyesthefilmwasmadeforkidssoasidefromsomeinnuendooverfishbonesandabizarrenippletweaktosaygoodbyeyoucanforgetaboutsextheyetievenhasasortofgiantjockstraptocoveruphismonstrouspackagetheresultbeingevenmoreamusingthananatomicalcorrectnessbutasatradeoffyoudogetawackyoldscientisttwoinquisitivekidstonykendallinarareturnasaduplicitousbastardofavillainahelpfulintelligentcolliedogwhogetstohaveherownadventuredogadventuremovieswerebigineuropeforawhileandofcourseemergesastheheroattheendforsavingtheyetiwhoturnsouttobethegoodguygloriousstufflikefrontendloadersdecoratedtolooklikegiantapehandsamonsterwhossizeliterallychangesscalefromshottoshotsomeinappropriatelyhorribledeathsthatwillmakethecarnageingodzillavsthesmogmonsterlooktamebycomparisoncrowdreactionshotsaplentymadeupofeitherspanishitalianorcanadianextrasdependinguponsceneyoucansortoftellwheretheywereshootingfromhowtheextrasaredressedandsomeofthemostenthusiasticallystagedbutineptspecialeffectsworkeverinagiantmonkeymovieitsherethatthefilmwonmeoveritsenthusiasmjustforbeingmadefrankkramerisactuallythesamegianfrancoparoliniwhobroughttheworldsartanainandgodsguntheyearbeforethiswasaveryimportantdirectorinthespaghettiwesternandactionadventuregenrefilmscenefromthessandbythetimeofyetihewasprobablydelightedtogettheworkiwouldsaythatthisishismostadventuresomemovieeverorrathertheonehetookthemostchanceswithandmayhavefeltmorecomfortabletakingthosechanceswiththefilmaimedatkidsfamiliesthemoviehasakindofrecklessabandontothewayitwasmadethatrendersthetechnicalerrorsorinconsistenciestotallymeaninglessorrathertheyarepartofthefunandifthemoviehadbeenplayedseriouslyitwouldnthaveworkedwhichisexactlywhypeterjacksonsmoviesuckedheforgottohavefunwiththematerialandletitdictatetheoutcomeusinghisarmyofstupidpowermacintoshpodpeopleanimatorsandwithallitsfaultsclunkinesskramersyetiisactuallyclosertothespiritofwhywewatchmovieslikethiswhichispartlytoseeactorsinapesuitstearingapartminiaturesetsonsoundstagesnotseamlesslyanimatedvapidhoursofnothingotherthanharddrivespaceidrankthisuptherewithkingkongversusgodzillaanditcurseofthegreatgolemasoneofthemostenjoyablyimprobablegiantrampagingmonstermovieseverbecausethemovielookssofakeyoucangetoverthestoryandjusthavefunwatchingstuffgetwreckedtrampledtossedaboutandsmashedknowingthatandarmedwithafertileenergeticenthusiasmforhavingthechancetomakethemovieparolinipulledoutallthestopsanddeliversafullbodiedadventurethatmightgetabitroughforsomeofthesmalltykesbutisthefirstmovieiwilleversharewiththegrandkidssomedaywhentheirstupidparentsleavethemwithmeforaweekendthisisstufffortheagesandoneofthemosttellingexpressionsofhumanitytoeverbecommittedtocelluloiditsabouttenminutestoolongbutwhocaresyouonlycomearoundonceandidrathergooutwithasmileonmyface',1

'havingseenmostofringolamsfilmsicansaythatthisishisbestfilmtodateandthemostunusualitsaancientchinaperiodpiececrankedfullofkickassmartialartswherethelocationofanundergroundlairfulloftrapsanddungeonsplaysasbigapartasanyofthecharacterstheactionisfantasticthestoryistenseandentertainingandthesetdesignistruelymemorablesadlyburningparadisehasnotbeenmadeavailableondvdandvhsisnexttoimpossibletogetyourmittsonevenifyounearthesecondbiggestchinatowninnorthamericalikeidoifyoucanfinditdontpassitup',1

'burningparadiseisacombinationofneoshawbrothersactionandringolamsurbancynicismwhenonewatchesthefilmtheymightfeelthefightscenesareonlymediocreinnaturebutthatdoesntmatteritsattitudeandatmospherethatcountsthisgreatfilmhasbothalwaystryingtobedifferentthanhiscontemporarieslamgivesustotraditionalheroesfongsaiyukandhungshikwanandputstheminaraidersofthelostarksettinghoweverthesearenotthelightheartedcomedicincarnationsthatyoumightseeinajetlimovieinsteadtheseguysfighttothedeathwithbrutalresultswhatmakesthefilmevenbetteristhatanyonecoulddieatanytimethereisnoholdingbacktoobadtheydontmakefilmslikethismoreoften',1

'anunusualfilmfromringolamandonethatsstrangelyunderappreciatedthemixoffantasykungfuwithamorerealisticdepictionofswordsandspearsbeingdriventhrubodiesisstartlingespeciallyduringthefirsttenminutesahorsebackridergetchoppedintwoandhiswaistandlegskeepridingthehorseseveralhorsesgetchoppedupitsveryunexpectedthestoryisverysimplefongandhisshaolinbrothersarecapturedbyacrazedmaniacgeneralandimprisonedintheredlotustemplewhichseemstobemoreofatorturechamberthenatemplethegeneralhasasimilaritytokurtzinapocalypsenowashespoutswarpedphilosophyandmakesfrighteningpaintingswithhumanbloodtheproductionisveryimpressiveandthesettingisbleakbloodiseverywheretheactionisverywelldoneandmostlycoherentunlikemanyhkactionscenesfromthetimesometimesthemovieveersintoabsurdityortheeffectsarecheesybutitsneverbadenoughtoruinthefilmfindthisoneitsoneofthebesthkkungfufilmsfromtheearlyninetiesjustrememberitsnotchildfriendly',1

'hellodaveburningparadiseisafilmforanyonewholikesjackiechanandindianajonesthefilmsmainprotagonistismostdefinitelythebastardsonofthesetwostrangefathersasfortheothercharacterswelltheyarefamiliartransformationsofsimilaractionfilmstereotypeswherethisfilmisoriginalisintheblendingofthetraditionalhongkongmoviestylewiththehollywoodactionadventuresadlythishasnotbeentrueofthefilmshehasmadeinhollywood',1

'thisisoneofthefinestfilmstocomeoutofhongkongsnewwavethatbeganwithtsuiharkszuwarriorsofmagicmountaintsuisetatoneforthenewwavesapproachtothemartialartsfilmthatprettymuchallthedirectorsofthenewwavejackiechansammohungwongjingchingsiutungetcacceptedfromthenonasagivennamelytheapproachtosuchfilmsthenceforthwouldneedmorethanatouchofironyifnotoutrightcomedyburningparadiseputastoptoallthatandwithavengeanceitsnotthatthereisnthumorherebutitisapurelyhumanhumoraswiththeagedbuddhistpriestatthebeginningwhosomehowmanagesaquickfeelofthenubileyoungprostitutewhilehidinginabundleofstrawbutthisisjustashumansarenotevenbuddhistpriestscanbesaintsallthetimewhenironyisatlastintroducedintothefilmitisthenastiestpossibleemanatingfromtheabbotofredlotustemplewhoisastudyinpurenihilismsuchashasneverbeenrecordedonfilmbeforeheistheveryincarnationofmiltonssatanfromparadiselostbettertoruleinhellthanserveinheavenandifhecantgettosatanshellsoonenoughhellturntheworldaroundhimintoalivinghellhecanrulethatsthemotifunderscoringthebrutalviolenceofmuchoftheimageryhereitsnotthattheabbotjustwantstokillpeoplehewantsthemtodespairtofeelutterlyhopelesstoaccepthisnihilismasallencompassingrealitythustheresadefinitesensepervadingtheredtemplescenesthattherejustmightnotbeanyotherrealityoutsideofthetempleitselfithasbecomeallthereistotheuniverseandtheabbotclaimingmasteryofinfinitepowerisinchargeofcoursefortunatelythefilmdoesntendtherethoughtherearelossesthehumanwilltobejustordinarilyhumanatlastprevailsifyouwanttoknowhowseethefilmyetthereisnodoubtthatinviewingthisfilmwevisithellhopefullywedonotwitnessourownafterlivesbutwecertainlyfeelchastenedbytheexperienceandsomehowbetterforitoverall',1

'peopleexpectnolessthanbrilliantwhenstevenspielbergdirectsamovieandthismovieisnoexceptionsomemoviesilovedidpoorlyattheboxofficebutimgladtosaythismovieisntoneofthemoverninemilliondollarswhichidontthinkwasbadforbackthenthecharacterswerefuntheanimationwasclearandnotfuzzyandthemusicwasmoderntoowhichisunusualforananimatedmovieididntthinkprofessorscreweyesorhisscaryciruswastooscaryforlittlekidsthetargetedaudienceforthismoviebutithoughtwhathappenedtothecreepyprofessorattheendwasalittletoodarkforakidsmovieoverallthismovieisafunandenchantingclassicthatihaveloveddearlyforyears',1

'idisagreewithanyonewhodonetlikethismovieiusedtolovethismoviewheniwaslittleandistilldoitssweetfunnyandwarmsyourheartanditprovesthatloveandfriendshipcanneverbedestroyedandeventhoughitdidnthavemuchofastoryitwasstillexcellentigiveitaandtwothumbsupohyeahanditprovesthatyourdeepestwishsanddreamscancometrueteartearilovethismoviepersonallyifanyonesaysitsuckedthaniwillsayshameonyoubecauseitwasadelightfullittlemovieandimgladthatatleastsomepeoplelikedit',1

'thisshowhasbeenmyescapefromrealityforthepasttenyearsiwillsadlymissitalthoughatlantishasfilledtheholeasmallbitthelasteverepisodeofsgontelevisionanywaywasbeautifullydonerobertwrotesomethingthatfeltclosetorealityasthoughhewastryingtoexplainwhatitwaslikeonthesetoftheshoweveryoneworkingcloselytogetherforsuchalongtimethereareboundtoupsanddownsbutovertheyearstheyveturnedintoafamilyithoughtthiswasawonderfulwaytoenddespiteanyoneelsescriticismssgwassomethingspecialandtimeandtimeagainittookmeacrossthresholdsofdisbeliefandamazementthewonderfulcharactersstoriesdirectorswritersfromepisodeoneiwashookedtheblendofactionsciencedramaandespeciallycomedyworkedsowellthatmademekeepwantingmoretherearenorealwordsinwhichtocompletelyexpresswhatthisshowmeanttomeicanonlythankthosewhokepttheshowsofreshandentertainingforsomanyyearsithasinspiredmetodomanythingsthatithoughtwasimpossibleilookforwardtothemoviesnextyearandireallyhopetherewillbeanumberofthemineverwanttheshowtodiestargatesg',1

'genredinosauranimationnewyorktimetravelcircusmaincharactersrexthetyrannosaurusrexelsathepterodactyldweebtheparasarolophusooothetriceratopsaboycalledlouisagirlcalledceciliaandcaptainneweyesactorsjohngoodmanrexyeardleysmithceciliamartinshortstubbstheclownfelicitykendalelsaetcwhathappensfourdinosaursseeabovearefedsomebraingraincerealandarenowcuddlyfriendlydinosaurswhoaregoingtobenicetochildrentheygointonewyorkwithbigplansmythoughtsthisisacuteanimatedfilmtheanimationofthedinosaurswhentheygocuddlyandfriendlyisabitfloppyandnotsogoodbuttheylookpleasantallthesamethatwayilikethedinosaurswhentheyarecuddlyandfriendlytheyarenicefriendlyandgoodilikealmostallthecharactersfeaturedespeciallyelsaandceciliabutofcourseiliketheothersaswelloverallilikethisfilmalotrecommendedtopeoplewholikegoodchildrensanimatedfilmspeoplewholikedinosaursjohngoodmanandpeoplewhothinkthatcircusesarentalwayswhattheyseemenjoy',1

'idotrynottotakeimdbratingstoheartbutiwasflabbergastedwhenisawtheratingtooneofmychildhoodfavouritesitdoesntwowmeasmuchatbutasafamilyfilmthisisasweetandwellmeaningmoviekidswilldefinitelyloveitandwontmindtheflawsandtheadultscanguesstheactorbehindeachcharacterandadmirethesubliminalmessagingofthefilmnoneofthefilmwaspreachyinanywayinfactithasagreatmessagethataddedtoitssweetnessiwilladmitthoughthatthestoryisonthethinsideandsomesceneslikescreweyessdeathwhichstillfreaksmeoutmaybeatadonthescarysidebuttheanimationiswellaboveaveragewithnicecoloursandgoodcharacteranimationthemusicbyjameshornerisverybeautifulandthesongfeaturedismemorablecatchyandamusingireallylikedthecharacterslouieisprobablythemostindepthofthemallbutthedinosaurswereatleastengagingmartinshortsclownwasbothhilariousandemphaticthepartwhenhetellsscreweyesiquithadmeinstitchesmyfavouriteisscreweyesthoughaneffectivevillainwhoiscraftyandisupposeintelligentifanythingthoughiwishthefilmkeptinthepartwhenheexplainshowhelosthiseyeandwhyheisscaredofcrowsbecausethatwayhecouldvebeenmoredevelopedintermsofdepththescriptwhilenotoscarworthyhasitsfunnyandheartwarmingpartsandshouldkeepkidsandadultsentertainedthevoiceactingformewaswhatmadethemoviejohngoodmanmartinshortrheaperlmanfelicitykendallandyeardleysmithallgavesolidperformancesbutspecialmentionhastogotokennethmarsforhewasabsolutelysuperbasscreweyesandalmostunrecognisableallinallthisisagoodmovieidontgettheratinghonestlyidontsurethisfilmisntperfectanditisnotasgoodasadinosaurmoviesuchaslandbeforetimebutitisgoodfunbethanycox',1

'isawthiswhenitfirstcametovideomylittlesistergotitasagiftandiwasprobablyatthetimewhatstoodoutformewasthelackofmidmovieconflictthatsomanymovieshavewherethemaincharactersgetmadateachotherbecausewhenitcomestimetoexplainthemselvestheyjustdontsaytheonethingthatyoureshoutingatthescreenthatwouldmakesenseofthewholedealthatanypersonofreasonableintellectwouldknowtosaythisiswhatilikethemostaboutthemovieiguessthatthemaincharactersdontdomeanthingstoeachotherhalfwaythroughtheydontbreakupandmakeuptheyjustgrowtolikeeachothermoreasthemoviegoesonthesetwokidsteamupandthoughtheyseematfirsttobefromoppositesidesofthetracktheyrenotthatdifferentlouiisactuallyjustsomemiddleclasskidthatneededtorealizehowluckyhewastohavealovingfamilyandceceliawasanupperclasskidthatjustneededtoprovetoherfamilythatsheexistedandtheywouldmissherifshewasgoneanywayisawthismoviepostedonhuluandhadtowatchitagainsuretheresplotholesifyouanalyzethescriptandnowooganddweebshouldntbeeatinghotdogssincetheywouldhavebeenherbivoresinrealitynowwhatdetractsfromthefilmisitsunexpectedscarinesslittlekidsundertheageofwouldprobablybefrightenedbythesceneswithdrscreweyesandtheadditionofhimhalfwaythroughthemoviethoughitsblatantlyobviousinthefirstscenethathewillmakeanappearanceistooabruptthereshouldbeaglimpseofhimdoinghisshowearlierinthemovieperhapstoshowthatitsnotthatscarywithoutthethedinosaursiguessitjustlackedanyrealpresentdangerfortheentirefirsthalfofthemoviesothatitlacksalittlecontinuitywhenheappearsforthesecondhalfconsideringthetargetaudiencewhoimsurecanoverlookthenotsomindblowinganimationanddialogissuesithinkillgiveitapassonthosefactorstooandjustenjoythestoryitsagreatflickforkidanditdoesstickinyourmindmakesyoukindathinkabouthowyoutreatpeopleanditshouldberevisitedeveryyearsithink',1

'itsgreatilovedithacauseilovedinosaurstheyrthegreatestanimalsbutilovedtheshowcauseitwasntcopiedfromanothershowanditwasaoriginalshaithasagoodstorylineandgreatforlittlekidsiftheylikedinosaursthatisihaveafewdownstooitsnotallthatgreatcauseofthedinosaurslookalittlemutatedsoishouldhavehadbutabutrightnowisalittlelateforthatyaymorelinestogoitisgreatforafantasyshowthoughwarningthismightspoilapartforusoifudontwantittobespoileddontreadonplzneartheendiskindaweirdcausealltheyneedtodoisgetdangiforgotwhatitwassonvmguessitsnotaspoilersonevermindiloveditanditsmyopinionandsorryforanymissedspelledwordsifany',1

'thiswasapersonalfavoriteofminewheniwasyoungithadeverythingthatwasgreatwithskidsmovieslovabledinosaurscutekidsaneccentricvillainandafewgreatsongsandnotthetypicallittlemermaidbeautyandthebeasttypesongsbutonesthatareatuallyentertainingiranintothismovieagainrecentlyandistillloveitasmuchaseverirecommendthateveryoneofeveryageshouldseethismovieandidefinitelythinkthatitshouldbeintroducedtotheyoungergenerationssorrynotthemostinformativeiminkindaarushjustpleasetrustmeallwhogoagainstthismoviearekillingtheirinnerchild',1

'thismoviehastobemyfavoriteofalltimeitsnotsupposedtohaveaplotbecauseitsmakerswantedpeoplecharliesheenithinktobelieveitwasarealsnufffilmthiswasanexerciseinvisualeffectsanddoesntcutawaywhentheactionhappenslikeeveryotherfilmdoesmoviesthesedaysarenowallaboutsoundeffectsleavingthevisualstobemadebycomputerscauseitseasiertodealwithcgibloodtherestillaremoviemakerswhostillcantgetfakebloodtolookliketherealthingthereisnorapescenebecausethatwasntthepointofmakingthefilmhaveyouseenthehillshaveeyestherapescenewasfunnyinsteadofshockingalthoughimsuretherearesomegonzopornfilmmakersthathavetriedtomarrypornwithhorrorbutsincetheyprobablysuckatmakingfilmstheyprobablywouldntbeabletopullitoffthemoviebaisemoihasadisturbingrapescenebecausetheactressesareactuallypornstarsandtheyshoweverythingeventhoughthemovieoverallsucksitstoobadthatamoviecantbemadewithoutthinkingofthemoneyaspectofitallespeciallywhentalkingaboutanaoorncratingimsureelirothhastheabilitytalenttomakehishostelfilmseriesmuchmuchbetterbuthehastootameitdowntogetanrratingoratleastihopethathismoviessuckedbecauseoftheselimitationswatchtracesofdeathormorethansmashedpumpkinsifyouwantnofrillsrealfootageaccidentcrimescenesfootagedontforgetthatthismoviewasmadeinthefactthatthisfilmcanstillstandupagainstmostcrapmadethesedayssaysalotaboutthisfilmthatwouldbelikesomeonesayingthebitsupermariobrotherssucksbecausethepshasbettergraphics',1

'thismovieisbannedinjustabouteveryforeigncountryicanthinkofthejapanesepeoplewhostarinthismusthavebeenreallydesperateforajoborwerejustfriendsheresthescoopthreethugstorturethehelloutofahelplesswomantheyuseallkindsofthingstoeventuallykillhertheyburnherkickherspinherearoundinachairovertimestheyusesoundtorturebyforcinghertolistentoastaticsoundforoverhoursitdontsoundthatbadatallbutitcanmakeyougonutstheythrowgutsprobablyfromananimalatherwhileshesknockedoutandshefreakswhenshewakesupandwhocanforgetthegrandefinalethegreatesteyeballtortureihaveeverseenifyouhavenotheardofthesefilmsandwatchonewithoutknowingthatitisasimulatedsnufffilmyouwillthinkitisjustaskcharliesheenthisisguaranteedtofreakpeopleoutandmakesomesicklikeisaidpureundergroundcheckitoutifyouareafanofundergroundhorrororforeigngoreifyournotihighlyrecommendyoureadupontheseriesbeforewatchingfromthegoreshockandcreativityaspectitgetsabutfromthestorylineandallthatstuffitisaanundergroundclassicmyfinalratingisa',1

'ihaventalwaysbeenafanbuttheshowgrewonmeitwasntuntilafterseasonthatistartedtoseetherichnessoftheshowtheyfinallybroughtdanieljacksonssearchforhiswifetoanendandfinallymostofthegoouldsystemlordswerekilledbyrivallordssgorotherstowardsseasonstargatesgwasbeginningtobecomestalewiththenewwritersandthecloseattentionbyproduerpeterdeleuisetheshowbecamemoreandmoresolidthecharactershadbecomestaleaswellcoloneljackoneillwasthestereotypicalherowithemotionalbaggageafterhissoncharliewaskilledinashootingaccidentwithoneillsweaponhehaddecidedtoendhisownlifebygoingtoabydosinordertofaceoffwiththegoouldrathecharacterofferslittlegrowthforanyactorandactorricharddeanandersonchosetoplayhimstraightraisingemotionalbarrierstoprotecthimselfonlyallowinghisclosefriendsinamandatappingjoinedthecastascaptainsamanthacartershewasafeministontheedgereadytobattleanymanwhowoulddoubtherabilitytodoherjobthoughthischaracterhadlittleareatogrowtappinghasdoneagreatjobofconcentratingoncartersstrengthsshehastakenthetimetogetabasicunderstandingofsomeofthethingscartertalksaboutinorderthatshecanpresentthecharacterintelligentlychristopherjudgejoinedthecastplayingthealientealctealcwasanaliencalledthejaffainfantgoouldsnakelikecreatureswouldembedthemselvesintothejaffauntiltheyhadgrowntothepointwhenitwouldbeinsertedintoanotherlifeformthejaffawoulddietealcwasthefirstprimeofapophisarmyknowingthatapophiswasnotagodlikegoouldpretendherealizedthegenocidethattheirarmieshadwreakedonthegalaxyfinallyhavinghadenoughheandjackoneillfreedtheirteamalongwithquiteafewinnocentpeopleafterarrivingonearthherealizedthatearthwastheplanethewaslookingforwhowouldhelphimfightthegoouldchristopherjudgehasdonequiteabitwithalimitedcharactertealcisawisewarriormuchofwhichhelearnedwasfromhisteachermasterbratactheshowwouldnotbecompletewithoutmasterbratacplayedbytonyamandolaheisalsoarockintheendhebecameadvisertomostofsgespeciallydanieljacksondonsdavilwastherefromthebeginningplayingmajorgeneralgeorgehammanddavishasdoneanincrediblejobwithhammondmakinghimsympatheticandnormalhedoeshisjobhasawifesonsanddaughtersandgrandchildrenyoucanreallysayheistheanchorofthebasesimplyiwoulddieforthatmanifnotallowedbyhissuperiorstoprovidetroopstosupportteamsoffworldhewillgohimselfhedoesntleaveanyonebehindisaveddrdanieljacksonforlastbecausethischaracteribelievehasgrownthemostinthetenorelevenyearsithasbeenoninchoosingshanksidontthinktheproducerrealizedhowstrongshankswouldbeandnowwhenpeopletalkaboutjacksontheydonttalkaboutspadertheytalkaboutshanksintheearlyyearsthejacksoncharactercameoffasawhinerthatswhyiprobablywasntafanastheseasonspastedthecharacterbecamestrongerthisgavehimconfidenceintheendasofseasonthejacksoncharacterhasmaturedtothepointthathehasbecomeaselfsacrificingherohestillmonitorsthegroupsethicshestillisleadatprovidinginformationthatcanmoveanymissionforwardacheaologyhistorycultureandexplorationarepartofhisverybeingheisdeterminedthoughamanofpeacehehasmaturedtothepointthatusinghisweaponsmaybetheonlywaytosolveadisagreementothercharactersincludemostrecentlyvalamaldoranclaudiablackandcolonelcameronmitchellbenbrowdernewleadofsgbothactorscomefromaseriescalledfarscapeandwhytheywereputtogetherisanybodiesguessiseelittledifferencebetweenmitchellandcrichtonfarscapecharacterblackscharacterissimplyoffthewalldefinitelydifferentfromhersoldierlikecharacterarinsoon',1

'guineapigthedevilsexperimentiswithoutadoubtstarsonfirstviewitsarawrealisticcreepyanddisturbinglookintothedarksideofhumannaturethismoviegetsrighttothepointyoumaybethinkingwhatpointthepointistosatisfyfansofjustextremeviolenceandgorethismoviehassomegoremoreorlessjusttorturingawomenviolentlytherearereallyonlyscenesthatcouldbeconsideredgoreilltellyouonethingthoughguineapigthedevilsexperimentmakeshostilelooklikesesamestreetifyouthoughthostilewasacrazybrutaldisturbingtortureflickthenyouaintseenthehalfofituntilyouveseenguineapigthedevilsexperimentmovieratinggoreguineapigthedevilsexperimentuncut',1

'iamsurprisedthanmanyviewersholdmorerespectforthesequeltothisbrilliantmovieihaveseenalltheguineapigsandthisoneiseasilythebesteventhoughiveseenthemakingofistillhavedoubtswhenwatchingthoseminsofpuretortureitsthatpowerfulaoutofbecausethismovieachievedperfectlywhatitsetouttodobethebestfakesnufffilmevermade',1

'afterhavingwatchedguineapigtwoquestionscomeinmindbesidesamireallyapsychopathtowatchthatisitasnufftheanswerisnoalthoughitstheclosestthingtoasnuffmovieiveeverseenandthenwherethehellhavetheyfoundthatgirlbecauseshegetstorturedforminwithoutanyreasonsgiveninfactthereisnothingelseinthismoviefingernailstearedoffbeatenwithhandsfeettoolsinfestedbymaggotsandmanymoreuntilthefinalsceneimstillnotsurehowtheydidthatbecauseitbelongstothejaponeseundergroundsceneitsobviousshedidntgetalotofmoneysowhatwerehertheirmotivationsisawitinjaponesewithoutsubtitlesbutitsnotaproblemnorealdialoguestheboysarejustinsultingherinafewscenesihaventseenyetalltheserialbutthefirstguineapigisnotknownforbeingthebestonestilliveratedbecauseifthepurposewasmakingpeoplebelievethisasnufftheissueisquitegoodaskcharliesheentheactorbutithinktheycouldhavegonefurtherwhichtheydidinthefollowingonesanothermovieimhidingfrommyparents',1

'thismoviehasnostoryitsonlyaboutabunchofguyswhotorturesaninnocentyounggirltodeathspoilersthisiswhattheydotheybeatherputherinanetandletherhanginsidelikebirdfoodspinheraroundonachairuntilshepukesexposehertoloudnoisepourboilingoilonherputwormsinhersorescrushherhandwithasledgehammerandfinallypokesaneedlethroughhereyethismoviewassorealisticthatifididntknowitwasfakeiwouldhavethoughtitwasasnuffmoviealthoughiwasdisgustedbythismovieireallylikedititscaredmeiguessitfillssomekindofpurposeigiveita',1

'ihaveseentheshortmovieafewyearsagoafterthatiwatchallsequelsthefirstoneisreallynotthebestbutitsthemostpopularoneivealreadywatchthemakingofguineapigitsreallygreatwhattheseguysdidalsothesequelsareexcellentinthespecialeffectstakeyourchancetowatchit',1

'thismovieisthefirstofthesixinfamousguineapigmoviesandisoneofthebestatthesametimeitlooksrealisticandunrealisticjustknowingthatthemovieisfakethestoryisaboutawomanwhogotcapturedandistorturedinalotofdifferentwaysamaninthebeginningofthestoryreceivesaletterwithoutareturnaddressanditincludesamangavideoshowingthetorturethemenwhocaptureheraretestingthelimitsofahumanbeforetheydiesomescenesareshockingsuchastheeyeballsceneandothersarenotshockinglikethegirlbeingpunchedtimesbecauseyouseepunchesinnearlyeverymoviethismoviehasalotofgoresoiwouldrecommendthistopeopleorolder',1

'thefirstinstallmentofthisnotorioushorrorseriesispresentedasifitwereasnufffilmdiscoveredbytheproducersandsetuplikeanamateurcamcordertapecompletewithadigitaltimeratthebottomoftheframeitpresentsawomanbeingkidnappedbyagangofblackcladmenwhotortureherforseveraldaysbeforefinallykillingherthehaplessvictimisbeatensavagelyandpeltedwithrawmeatbeforehavingherfingernailspulledoutwithpliersherhandsmashedwithahammerhereyepuncturedwithaneedleandsoforthinthemostnauseatingscenethewomanscaptorsburnherwithhotwateranddroplivemaggotsintotheburnstheseriesreceivedagreatdealofpublicitywhenamericanactorcharliesheenbelievingtheseriestocontainactualmurderattemptedtobanitsdistributionintheunitedstatesanfbiinvestigationrevealedthatthefilmswereonlywhattheyappearedtobetomostviewerssickrecreationsusingnastybutobviousspecialeffectsgruesomelystagedbyacclaimedjapanesecomicbookartisthideshihinowhoalsodirectedthethirdandfourthepisodesthisfilmisasurewaytoclearallbutthemosttolerantofroomsbutgorehoundsprobablywontfindanythingspecial',1

'whatcanisayaboutthisfilmthathasntalreadybeensaidwelltotellthetruthalotofitlooksveryfakelikesomeoftheslapsandthekickshowcharliesheenthoughthiswasrealidontknowimsuretheywouldbehittingandkickingheralotharderifitwashoweverthesceneswiththepinchingandthehotoillookveryrealandthefinalneedleintheeyesceneisamazinglydoneandisprobiblytheonlythingonfilmthathasevershockedme',1

